action_i,action_j,bus_i,bus_j,duration_i_s,duration_j_s,pearson_response_correlation,near_duplicate
10,42,2,7,1.0,2.5,0.5633130214553214,False
10,43,2,8,1.0,2.5,0.5627635649303705,False
10,44,2,9,1.0,2.5,0.5681165414088868,False
10,45,2,1,1.0,3.0,0.40150857109071425,False
10,46,2,2,1.0,3.0,0.39064609379683835,False
10,47,2,3,1.0,3.0,0.3927018947629513,False
10,48,2,4,1.0,3.0,0.39885931737100017,False
10,49,2,5,1.0,3.0,0.3969926731320694,False
10,50,2,6,1.0,3.0,0.39355458055440934,False
10,51,2,7,1.0,3.0,0.3929879202727821,False
10,52,2,8,1.0,3.0,0.392583336691303,False
10,53,2,9,1.0,3.0,0.3966853775592612,False
11,12,3,4,1.0,1.0,0.9978483431629936,True
11,13,3,5,1.0,1.0,0.9989876075592568,True
11,14,3,6,1.0,1.0,0.9999767747145376,True
11,15,3,7,1.0,1.0,0.9999742867598488,True
11,16,3,8,1.0,1.0,0.9998833451624959,True
11,17,3,9,1.0,1.0,0.9992530496424914,True
11,18,3,1,1.0,1.5,0.9813418464035679,True
11,19,3,2,1.0,1.5,0.9855633604464632,True
11,20,3,3,1.0,1.5,0.9850517505275043,True
11,21,3,4,1.0,1.5,0.9825289813273888,True
11,22,3,5,1.0,1.5,0.9833288118157135,True
11,23,3,6,1.0,1.5,0.9846977280629664,True
11,24,3,7,1.0,1.5,0.9848485701966396,True
11,25,3,8,1.0,1.5,0.9849511614891483,True
11,26,3,9,1.0,1.5,0.9834239702119234,True
11,27,3,1,1.0,2.0,0.7934881014003448,False
11,28,3,2,1.0,2.0,0.7876341921613721,False
11,29,3,3,1.0,2.0,0.7890541965164451,False
11,30,3,4,1.0,2.0,0.7921251444946765,False
11,31,3,5,1.0,2.0,0.7911843487453165,False
11,32,3,6,1.0,2.0,0.7894318386145213,False
11,33,3,7,1.0,2.0,0.7890354436792013,False
11,34,3,8,1.0,2.0,0.7887514118063493,False
11,35,3,9,1.0,2.0,0.790967551642084,False
11,36,3,1,1.0,2.5,0.5582535743538019,False
11,37,3,2,1.0,2.5,0.5435210011944264,False
11,38,3,3,1.0,2.5,0.5464306904381651,False
11,39,3,4,1.0,2.5,0.5546747478423992,False
11,40,3,5,1.0,2.5,0.5521667412108952,False
11,41,3,6,1.0,2.5,0.5475493446671998,False
11,42,3,7,1.0,2.5,0.5467436300847524,False
11,43,3,8,1.0,2.5,0.546168372778544,False
11,44,3,9,1.0,2.5,0.5517272228678283,False
11,45,3,1,1.0,3.0,0.3856819548602184,False
11,46,3,2,1.0,3.0,0.3744248316164901,False
11,47,3,3,1.0,3.0,0.37657510741861827,False
11,48,3,4,1.0,3.0,0.382938398269864,False
11,49,3,5,1.0,3.0,0.3810077464460636,False
11,50,3,6,1.0,3.0,0.3774524093107031,False
11,51,3,7,1.0,3.0,0.3768590536857215,False
11,52,3,8,1.0,3.0,0.376435432830634,False
11,53,3,9,1.0,3.0,0.3806854996291541,False
12,13,4,5,1.0,1.0,0.9997873699631254,True
12,14,4,6,1.0,1.0,0.9982582359094407,True
12,15,4,7,1.0,1.0,0.9975002010268363,True
12,16,4,8,1.0,1.0,0.9968689750530165,True
12,17,4,9,1.0,1.0,0.9996306283102732,True
12,18,4,1,1.0,1.5,0.9756119839933941,False
12,19,4,2,1.0,1.5,0.9790502697145146,False
12,20,4,3,1.0,1.5,0.978878221262589,False
12,21,4,4,1.0,1.5,0.9766310076969354,False
12,22,4,5,1.0,1.5,0.977333850493506,False
12,23,4,6,1.0,1.5,0.9785263567913437,False
12,24,4,7,1.0,1.5,0.9785776283387779,False
12,25,4,8,1.0,1.5,0.9786093090369334,False
12,26,4,9,1.0,1.5,0.977370814231713,False
12,27,4,1,1.0,2.0,0.7720573673982861,False
12,28,4,2,1.0,2.0,0.7656050881976633,False
12,29,4,3,1.0,2.0,0.7671790753437789,False
12,30,4,4,1.0,2.0,0.7705540400967938,False
12,31,4,5,1.0,2.0,0.7695185236084064,False
12,32,4,6,1.0,2.0,0.7675914289544644,False
12,33,4,7,1.0,2.0,0.7671514332764502,False
12,34,4,8,1.0,2.0,0.7668362858461423,False
12,35,4,9,1.0,2.0,0.76927731533464,False
12,36,4,1,1.0,2.5,0.5297713873564149,False
12,37,4,2,1.0,2.5,0.5142454595420977,False
12,38,4,3,1.0,2.5,0.517329267262103,False
12,39,4,4,1.0,2.5,0.5259997841878323,False
12,40,4,5,1.0,2.5,0.5233597958661161,False
12,41,4,6,1.0,2.5,0.5185016017326259,False
12,42,4,7,1.0,2.5,0.5176468843127813,False
12,43,4,8,1.0,2.5,0.5170367125324085,False
12,44,4,9,1.0,2.5,0.5228928941615253,False
12,45,4,1,1.0,3.0,0.35775762809700196,False
12,46,4,2,1.0,3.0,0.3459397529048074,False
12,47,4,3,1.0,3.0,0.34821654211455094,False
12,48,4,4,1.0,3.0,0.3548789055855562,False
12,49,4,5,1.0,3.0,0.3528557506146152,False
12,50,4,6,1.0,3.0,0.34913108323461056,False
12,51,4,7,1.0,3.0,0.34850212866742564,False
12,52,4,8,1.0,3.0,0.34805312546481953,False
12,53,4,9,1.0,3.0,0.3525136532895604,False
13,14,5,6,1.0,1.0,0.99926251145198,True
13,15,5,7,1.0,1.0,0.9987437351101376,True
13,16,5,8,1.0,1.0,0.9982835594346177,True
13,17,5,9,1.0,1.0,0.9999771329213838,True
13,18,5,1,1.0,1.5,0.9778653360573587,False
13,19,5,2,1.0,1.5,0.9815523699662172,True
13,20,5,3,1.0,1.5,0.9812732921450504,True
13,21,5,4,1.0,1.5,0.978937907725969,False
13,22,5,5,1.0,1.5,0.9796717217245368,False
13,23,5,6,1.0,1.5,0.9809205223468215,True
13,24,5,7,1.0,1.5,0.9810031763763261,True
13,25,5,8,1.0,1.5,0.9810572043377574,True
13,26,5,9,1.0,1.5,0.9797270289090781,False
13,27,5,1,1.0,2.0,0.7791491447055282,False
13,28,5,2,1.0,2.0,0.7728815701926368,False
13,29,5,3,1.0,2.0,0.7744077986640784,False
13,30,5,4,1.0,2.0,0.7776891268351223,False
13,31,5,5,1.0,2.0,0.7766828051496909,False
13,32,5,6,1.0,2.0,0.7748095119523994,False
13,33,5,7,1.0,2.0,0.7743830457970393,False
13,34,5,8,1.0,2.0,0.7740775531628986,False
13,35,5,9,1.0,2.0,0.7764491766478426,False
13,36,5,1,1.0,2.5,0.5389604220092793,False
13,37,5,2,1.0,2.5,0.523678008951745,False
13,38,5,3,1.0,2.5,0.5267078185945974,False
13,39,5,4,1.0,2.5,0.53524793384007,False
13,40,5,5,1.0,2.5,0.5326483493139148,False
13,41,5,6,1.0,2.5,0.5278638531959713,False
13,42,5,7,1.0,2.5,0.5270243476835252,False
13,43,5,8,1.0,2.5,0.5264250139653329,False
13,44,5,9,1.0,2.5,0.5321899585829116,False
13,45,5,1,1.0,3.0,0.36667381546026445,False
13,46,5,2,1.0,3.0,0.3550278792656775,False
13,47,5,3,1.0,3.0,0.3572653857023485,False
13,48,5,4,1.0,3.0,0.3638364799916126,False
13,49,5,5,1.0,3.0,0.36184159244924496,False
13,50,5,6,1.0,3.0,0.35816866119156987,False
13,51,5,7,1.0,3.0,0.3575507723959443,False
13,52,5,8,1.0,3.0,0.3571096590260195,False
13,53,5,9,1.0,3.0,0.3615056737305567,False
14,15,6,7,1.0,1.0,0.9999273384154956,True
14,16,6,8,1.0,1.0,0.9997861995315711,True
14,17,6,9,1.0,1.0,0.9994889599945178,True
14,18,6,1,1.0,1.5,0.9809530281058938,True
14,19,6,2,1.0,1.5,0.9850990829011024,True
14,20,6,3,1.0,1.5,0.9846210185206379,True
14,21,6,4,1.0,1.5,0.982124096892461,True
14,22,6,5,1.0,1.5,0.9829147511811486,True
14,23,6,6,1.0,1.5,0.9842669630194233,True
14,24,6,7,1.0,1.5,0.9844079617191984,True
14,25,6,8,1.0,1.5,0.9845035420184449,True
14,26,6,9,1.0,1.5,0.9830041536207146,True
14,27,6,1,1.0,2.0,0.7914718804264901,False
14,28,6,2,1.0,2.0,0.7855553499734143,False
14,29,6,3,1.0,2.0,0.7869909170510233,False
14,30,6,4,1.0,2.0,0.7900941642988356,False
14,31,6,5,1.0,2.0,0.7891433471688272,False
14,32,6,6,1.0,2.0,0.7873723614932431,False
14,33,6,7,1.0,2.0,0.786971572051838,False
14,34,6,8,1.0,2.0,0.7866844038824311,False
14,35,6,9,1.0,2.0,0.78892409776972,False
14,36,6,1,1.0,2.5,0.5554607916599651,False
14,37,6,2,1.0,2.5,0.5406491501157432,False
14,38,6,3,1.0,2.5,0.5435749760967268,False
14,39,6,4,1.0,2.5,0.5518625897312497,False
14,40,6,5,1.0,2.5,0.5493411878477218,False
14,41,6,6,1.0,2.5,0.5446993482106897,False
14,42,6,7,1.0,2.5,0.5438891202361338,False
14,43,6,8,1.0,2.5,0.543310647322072,False
14,44,6,9,1.0,2.5,0.548899164906981,False
14,45,6,1,1.0,3.0,0.3828614306648729,False
14,46,6,2,1.0,3.0,0.3715488623291027,False
14,47,6,3,1.0,3.0,0.3737106845716651,False
14,48,6,4,1.0,3.0,0.3801043780887181,False
14,49,6,5,1.0,3.0,0.3781643885377563,False
14,50,6,6,1.0,3.0,0.37459195838624776,False
14,51,6,7,1.0,3.0,0.3739953754009285,False
14,52,6,8,1.0,3.0,0.3735694535904087,False
14,53,6,9,1.0,3.0,0.37784035568382895,False
15,16,7,8,1.0,1.0,0.9999628152381066,True
15,17,7,9,1.0,1.0,0.9990516361585731,True
15,18,7,1,1.0,1.5,0.9815834338392054,True
15,19,7,2,1.0,1.5,0.9858710863296105,True
15,20,7,3,1.0,1.5,0.9853323429531169,True
15,21,7,4,1.0,1.5,0.9827849478337217,True
15,22,7,5,1.0,1.5,0.9835932713884372,True
15,23,7,6,1.0,1.5,0.984977660085998,True
15,24,7,7,1.0,1.5,0.9851364369494183,True
15,25,7,8,1.0,1.5,0.9852446802312915,True
15,26,7,9,1.0,1.5,0.9836930527723884,True
15,27,7,1,1.0,2.0,0.7949140076835788,False
15,28,7,2,1.0,2.0,0.7891023326959713,False
15,29,7,3,1.0,2.0,0.7905098216603704,False
15,30,7,4,1.0,2.0,0.7935607358201253,False
15,31,7,5,1.0,2.0,0.7926262994999426,False
15,32,7,6,1.0,2.0,0.7908855109092997,False
15,33,7,7,1.0,2.0,0.7904926929567099,False
15,34,7,8,1.0,2.0,0.7902112141674803,False
15,35,7,9,1.0,2.0,0.7924115261898121,False
15,36,7,1,1.0,2.5,0.560188426015601,False
15,37,7,2,1.0,2.5,0.545529646521832,False
15,38,7,3,1.0,2.5,0.5484196156840836,False
15,39,7,4,1.0,2.5,0.556627024412574,False
15,40,7,5,1.0,2.5,0.5541305886551706,False
15,41,7,6,1.0,2.5,0.5495343240069259,False
15,42,7,7,1.0,2.5,0.548734236038719,False
15,43,7,8,1.0,2.5,0.5481629891830367,False
15,44,7,9,1.0,2.5,0.553694260570573,False
15,45,7,1,1.0,3.0,0.3874502561099669,False
15,46,7,2,1.0,3.0,0.3762473272393663,False
15,47,7,3,1.0,3.0,0.37838269193291774,False
15,48,7,4,1.0,3.0,0.3847193786170867,False
15,49,7,5,1.0,3.0,0.3827971303750287,False
15,50,7,6,1.0,3.0,0.3792571930675124,False
15,51,7,7,1.0,3.0,0.37866809118698413,False
15,52,7,8,1.0,3.0,0.3782475042825166,False
15,53,7,9,1.0,3.0,0.3824772909342795,False
16,17,8,9,1.0,1.0,0.998649702110181,True
16,18,8,1,1.0,1.5,0.9819469003983317,True
16,19,8,2,1.0,1.5,0.9863354662621963,True
16,20,8,3,1.0,1.5,0.9857533621020582,True
16,21,8,4,1.0,1.5,0.9831700869853823,True
16,22,8,5,1.0,1.5,0.9839909785493921,True
16,23,8,6,1.0,1.5,0.9853982622039548,True
16,24,8,7,1.0,1.5,0.9855697431407227,True
16,25,8,8,1.0,1.5,0.985687035678266,True
16,26,8,9,1.0,1.5,0.9840981759805169,True
16,27,8,1,1.0,2.0,0.7973055975786987,False
16,28,8,2,1.0,2.0,0.791569452193907,False
16,29,8,3,1.0,2.0,0.7929567293097263,False
16,30,8,4,1.0,2.0,0.7959699333148448,False
16,31,8,5,1.0,2.0,0.7950472988307867,False
16,32,8,6,1.0,2.0,0.7933282678722425,False
16,33,8,7,1.0,2.0,0.7929411875377382,False
16,34,8,8,1.0,2.0,0.7926638038787623,False
16,35,8,9,1.0,2.0,0.7948357467450495,False
16,36,8,1,1.0,2.5,0.5635205908625252,False
16,37,8,2,1.0,2.5,0.5489724718453031,False
16,38,8,3,1.0,2.5,0.5518365324939164,False
16,39,8,4,1.0,2.5,0.5599858328097046,False
16,40,8,5,1.0,2.5,0.5575074797830059,False
16,41,8,6,1.0,2.5,0.5529442281533731,False
16,42,8,7,1.0,2.5,0.5521514653601572,False
16,43,8,8,1.0,2.5,0.5515854387298577,False
16,44,8,9,1.0,2.5,0.5570752645190332,False
16,45,8,1,1.0,3.0,0.39069854130608905,False
16,46,8,2,1.0,3.0,0.37957504430925887,False
16,47,8,3,1.0,3.0,0.38169129177110844,False
16,48,8,4,1.0,3.0,0.38798663224707375,False
16,49,8,5,1.0,3.0,0.38607724706154306,False
16,50,8,6,1.0,3.0,0.3825608699042444,False
16,51,8,7,1.0,3.0,0.3819771722764361,False
16,52,8,8,1.0,3.0,0.3815604392820899,False
16,53,8,9,1.0,3.0,0.38576043596143245,False
17,18,9,1,1.0,1.5,0.9784788836856166,False
17,19,9,2,1.0,1.5,0.9822462180068133,True
17,20,9,3,1.0,1.5,0.9819331091200691,True
17,21,9,4,1.0,1.5,0.9795688000026407,False
17,22,9,5,1.0,1.5,0.980312713894662,True
17,23,9,6,1.0,1.5,0.9815798837908354,True
17,24,9,7,1.0,1.5,0.9816725083262643,True
17,25,9,8,1.0,1.5,0.9817336367625474,True
17,26,9,9,1.0,1.5,0.9803738435330558,True
17,27,9,1,1.0,2.0,0.7812810158352093,False
17,28,9,2,1.0,2.0,0.7750703194626059,False
17,29,9,3,1.0,2.0,0.776581244551279,False
17,30,9,4,1.0,2.0,0.7798342536360159,False
17,31,9,5,1.0,2.0,0.7788368040272132,False
17,32,9,6,1.0,2.0,0.7769798610785906,False
17,33,9,7,1.0,2.0,0.7765577420746135,False
17,34,9,8,1.0,2.0,0.7762553517770673,False
17,35,9,9,1.0,2.0,0.7786056184708672,False
17,36,9,1,1.0,2.5,0.5417456237334833,False
17,37,9,2,1.0,2.5,0.5265448046659301,False
17,38,9,3,1.0,2.5,0.5295552625489905,False
17,39,9,4,1.0,2.5,0.5380527607454241,False
17,40,9,5,1.0,2.5,0.5354664620656082,False
17,41,9,6,1.0,2.5,0.5307062087043319,False
17,42,9,7,1.0,2.5,0.5298721816579725,False
17,43,9,8,1.0,2.5,0.5292767517828171,False
17,44,9,9,1.0,2.5,0.5350111524693804,False
17,45,9,1,1.0,3.0,0.36933246168551637,False
17,46,9,2,1.0,3.0,0.3577448980519197,False
17,47,9,3,1.0,3.0,0.3599681165841273,False
17,48,9,4,1.0,3.0,0.36650903984642214,False
17,49,9,5,1.0,3.0,0.36452355863830754,False
17,50,9,6,1.0,3.0,0.3608678499444327,False
17,51,9,7,1.0,3.0,0.36025400612875286,False
17,52,9,8,1.0,3.0,0.35981577718827856,False
17,53,9,9,1.0,3.0,0.3641899106682492,False
18,19,1,2,1.5,1.5,0.9993226829958409,True
18,20,1,3,1.5,1.5,0.9996061519459695,True
18,21,1,4,1.5,1.5,0.9999610506435915,True
18,22,1,5,1.5,1.5,0.9998904413723205,True
18,23,1,6,1.5,1.5,0.9996692026183349,True
18,24,1,7,1.5,1.5,0.9996031232103832,True
18,25,1,8,1.5,1.5,0.9995510315613115,True
18,26,1,9,1.5,1.5,0.9998688042843653,True
18,27,1,1,1.5,2.0,0.8924111230587363,False
18,28,1,2,1.5,2.0,0.8877337797143846,False
18,29,1,3,1.5,2.0,0.888888791775588,False
18,30,1,4,1.5,2.0,0.8913304911395976,False
18,31,1,5,1.5,2.0,0.8905835974894442,False
18,32,1,6,1.5,2.0,0.8891874479602693,False
18,33,1,7,1.5,2.0,0.8888655487718581,False
18,34,1,8,1.5,2.0,0.8886346037953932,False
18,35,1,9,1.5,2.0,0.89040824664724,False
18,36,1,1,1.5,2.5,0.7019544008670232,False
18,37,1,2,1.5,2.5,0.6890242756138169,False
18,38,1,3,1.5,2.5,0.6916077196485672,False
18,39,1,4,1.5,2.5,0.6988261906955323,False
18,40,1,5,1.5,2.5,0.6966323501783982,False
18,41,1,6,1.5,2.5,0.6925852672388029,False
18,42,1,7,1.5,2.5,0.6918702102157037,False
18,43,1,8,1.5,2.5,0.6913594412396012,False
18,44,1,9,1.5,2.5,0.6962429558414405,False
18,45,1,1,1.5,3.0,0.5463935731105191,False
18,46,1,2,1.5,3.0,0.5363851678324549,False
18,47,1,3,1.5,3.0,0.538317230292864,False
18,48,1,4,1.5,3.0,0.5439619261633091,False
18,49,1,5,1.5,3.0,0.5422502642424457,False
18,50,1,6,1.5,3.0,0.5390937124638494,False
18,51,1,7,1.5,3.0,0.5385606253734643,False
18,52,1,8,1.5,3.0,0.5381799005449882,False
18,53,1,9,1.5,3.0,0.541961033748323,False
19,20,2,3,1.5,1.5,0.9999504229318613,True
19,21,2,4,1.5,1.5,0.9996078817970898,True
19,22,2,5,1.5,1.5,0.9997554921083464,True
19,23,2,6,1.5,1.5,0.9999325110004836,True
19,24,2,7,1.5,1.5,0.9999609849110824,True
19,25,2,8,1.5,1.5,0.9999762703540835,True
19,26,2,9,1.5,1.5,0.9997872047910006,True
19,27,2,1,1.5,2.0,0.8836858866657274,False
19,28,2,2,1.5,2.0,0.8791697751283941,False
19,29,2,3,1.5,2.0,0.8802689720353825,False
19,30,2,4,1.5,2.0,0.8826408408333379,False
19,31,2,5,1.5,2.0,0.8819165918793472,False
19,32,2,6,1.5,2.0,0.8805624349485921,False
19,33,2,7,1.5,2.0,0.8802565749692284,False
19,34,2,8,1.5,2.0,0.8800370955969182,False
19,35,2,9,1.5,2.0,0.8817503496753443,False
19,36,2,1,1.5,2.5,0.6884198054117266,False
19,37,2,2,1.5,2.5,0.6754393756230208,False
19,38,2,3,1.5,2.5,0.678015266492812,False
19,39,2,4,1.5,2.5,0.6852763725714865,False
19,40,2,5,1.5,2.5,0.6830703888922994,False
19,41,2,6,1.5,2.5,0.6790015640065137,False
19,42,2,7,1.5,2.5,0.6782889945342357,False
19,43,2,8,1.5,2.5,0.6777800150416404,False
19,44,2,9,1.5,2.5,0.6826825822174851,False
19,45,2,1,1.5,3.0,0.5306749594808565,False
19,46,2,2,1.5,3.0,0.5205894935410927,False
19,47,2,3,1.5,3.0,0.522526094119458,False
19,48,2,4,1.5,3.0,0.528222721447298,False
19,49,2,5,1.5,3.0,0.5264957498531828,False
19,50,2,6,1.5,3.0,0.52331141765333,False
19,51,2,7,1.5,3.0,0.5227773077970137,False
19,52,2,8,1.5,3.0,0.5223958636615014,False
19,53,2,9,1.5,3.0,0.5262060944738023,False
20,21,3,4,1.5,1.5,0.9998140162747383,True
20,22,3,5,1.5,1.5,0.9999114188084075,True
20,23,3,6,1.5,1.5,0.9999967973600629,True
20,24,3,7,1.5,1.5,0.9999967636791532,True
20,25,3,8,1.5,1.5,0.9999917350223274,True
20,26,3,9,1.5,1.5,0.9999268241060629,True
20,27,3,1,1.5,2.0,0.8847460247830256,False
20,28,3,2,1.5,2.0,0.8801521319888542,False
20,29,3,3,1.5,2.0,0.8812769161607265,False
20,30,3,4,1.5,2.0,0.8836835630338434,False
20,31,3,5,1.5,2.0,0.8829481153501421,False
20,32,3,6,1.5,2.0,0.8815732515701269,False
20,33,3,7,1.5,2.0,0.8812600478379123,False
20,34,3,8,1.5,2.0,0.8810353222949264,False
20,35,3,9,1.5,2.0,0.8827777042567617,False
20,36,3,1,1.5,2.5,0.6899770392159847,False
20,37,3,2,1.5,2.5,0.6769636500667469,False
20,38,3,3,1.5,2.5,0.6795510702492971,False
20,39,3,4,1.5,2.5,0.6868262917217404,False
20,40,3,5,1.5,2.5,0.6846156971620401,False
20,41,3,6,1.5,2.5,0.6805383633380451,False
20,42,3,7,1.5,2.5,0.6798224656306898,False
20,43,3,8,1.5,2.5,0.6793111108015077,False
20,44,3,9,1.5,2.5,0.6842259851219117,False
20,45,3,1,1.5,3.0,0.5325420597753404,False
20,46,3,2,1.5,3.0,0.5224460327466461,False
20,47,3,3,1.5,3.0,0.5243870233300691,False
20,48,3,4,1.5,3.0,0.5300876037664076,False
20,49,3,5,1.5,3.0,0.528359297900166,False
20,50,3,6,1.5,3.0,0.5251724733336635,False
20,51,3,7,1.5,3.0,0.5246370901171135,False
20,52,3,8,1.5,3.0,0.5242547361643236,False
20,53,3,9,1.5,3.0,0.5280689114826611,False
21,22,4,5,1.5,1.5,0.9999820801069674,True
21,23,4,6,1.5,1.5,0.9998569899282201,True
21,24,4,7,1.5,1.5,0.9998128191360689,True
21,25,4,8,1.5,1.5,0.9997763386483515,True
21,26,4,9,1.5,1.5,0.9999727759425164,True
21,27,4,1,1.5,2.0,0.8902711893987459,False
21,28,4,2,1.5,2.0,0.885626755781579,False
21,29,4,3,1.5,2.0,0.8867701439805298,False
21,30,4,4,1.5,2.0,0.8891977822446381,False
21,31,4,5,1.5,2.0,0.8884554638618412,False
21,32,4,6,1.5,2.0,0.8870678057474098,False
21,33,4,7,1.5,2.0,0.8867492491265112,False
21,34,4,8,1.5,2.0,0.8865206939649438,False
21,35,4,9,1.5,2.0,0.88828201227238,False
21,36,4,1,1.5,2.5,0.6985498865379595,False
21,37,4,2,1.5,2.5,0.6856001784394778,False
21,38,4,3,1.5,2.5,0.6881834053070391,False
21,39,4,4,1.5,2.5,0.6954161956884691,False
21,40,4,5,1.5,2.5,0.6932181817935351,False
21,41,4,6,1.5,2.5,0.6891635793774123,False
21,42,4,7,1.5,2.5,0.6884486721074036,False
21,43,4,8,1.5,2.5,0.6879380138175483,False
21,44,4,9,1.5,2.5,0.6928289199430911,False
21,45,4,1,1.5,3.0,0.5424188178937578,False
21,46,4,2,1.5,3.0,0.5323868876591515,False
21,47,4,3,1.5,3.0,0.5343209911566341,False
21,48,4,4,1.5,3.0,0.5399809929788402,False
21,49,4,5,1.5,3.0,0.5382647907502315,False
21,50,4,6,1.5,3.0,0.5350999851730732,False
21,51,4,7,1.5,3.0,0.5345663890572541,False
21,52,4,8,1.5,3.0,0.5341853036729494,False
21,53,4,9,1.5,3.0,0.5379753140898977,False
22,23,5,6,1.5,1.5,0.9999403152564049,True
22,24,5,7,1.5,1.5,0.9999103277264402,True
22,25,5,8,1.5,1.5,0.9998839539001593,True
22,26,5,9,1.5,1.5,0.9999986543471555,True
22,27,5,1,1.5,2.0,0.8886630348649105,False
22,28,5,2,1.5,2.0,0.8840369090318387,False
22,29,5,3,1.5,2.0,0.8851736860501681,False
22,30,5,4,1.5,2.0,0.8875936183084883,False
22,31,5,5,1.5,2.0,0.8868538152474372,False
22,32,5,6,1.5,2.0,0.8854708333975351,False
22,33,5,7,1.5,2.0,0.8851541785404635,False
22,34,5,8,1.5,2.0,0.8849269835362045,False
22,35,5,9,1.5,2.0,0.8866814440978185,False
22,36,5,1,1.5,2.5,0.6960275596692377,False
22,37,5,2,1.5,2.5,0.6830605231172433,False
22,38,5,3,1.5,2.5,0.685644498835725,False
22,39,5,4,1.5,2.5,0.6928891666055684,False
22,40,5,5,1.5,2.5,0.6906876501136338,False
22,41,5,6,1.5,2.5,0.6866267241465581,False
22,42,5,7,1.5,2.5,0.6859116656881129,False
22,43,5,8,1.5,2.5,0.6854009024592226,False
22,44,5,9,1.5,2.5,0.6902983363762345,False
22,45,5,1,1.5,3.0,0.5394970623672436,False
22,46,5,2,1.5,3.0,0.5294466885357503,False
22,47,5,3,1.5,3.0,0.5313826489815383,False
22,48,5,4,1.5,3.0,0.5370544331875595,False
22,49,5,5,1.5,3.0,0.5353347230966901,False
22,50,5,6,1.5,3.0,0.532163537309722,False
22,51,5,7,1.5,3.0,0.5316294646530519,False
22,52,5,8,1.5,3.0,0.5312480411897085,False
22,53,5,9,1.5,3.0,0.5350450072013613,False
23,24,6,7,1.5,1.5,0.9999958987290668,True
23,25,6,8,1.5,1.5,0.9999879713091361,True
23,26,6,9,1.5,1.5,0.9999534934424735,True
23,27,6,1,1.5,2.0,0.8856458188738643,False
23,28,6,2,1.5,2.0,0.8810535203153057,False
23,29,6,3,1.5,2.0,0.8821781300114692,False
23,30,6,4,1.5,2.0,0.8845837811967965,False
23,31,6,5,1.5,2.0,0.8838486350871099,False
23,32,6,6,1.5,2.0,0.8824743117597831,False
23,33,6,7,1.5,2.0,0.882161155996436,False
23,34,6,8,1.5,2.0,0.8819364636408881,False
23,35,6,9,1.5,2.0,0.8836782511722545,False
23,36,6,1,1.5,2.5,0.6913596410587055,False
23,37,6,2,1.5,2.5,0.6783621682527022,False
23,38,6,3,1.5,2.5,0.6809472742174719,False
23,39,6,4,1.5,2.5,0.6882129540384112,False
23,40,6,5,1.5,2.5,0.6860052470989625,False
23,41,6,6,1.5,2.5,0.6819331529108339,False
23,42,6,7,1.5,2.5,0.681217883939024,False
23,43,6,8,1.5,2.5,0.6807069759164659,False
23,44,6,9,1.5,2.5,0.6856158742660428,False
23,45,6,1,1.5,3.0,0.5341145889661968,False
23,46,6,2,1.5,3.0,0.5240314781233427,False
23,47,6,3,1.5,3.0,0.5259706500238259,False
23,48,6,4,1.5,3.0,0.5316634162327878,False
23,49,6,5,1.5,3.0,0.5299374621934916,False
23,50,6,6,1.5,3.0,0.526754923711417,False
23,51,6,7,1.5,3.0,0.526220030319102,False
23,52,6,8,1.5,3.0,0.5258380248221245,False
23,53,6,9,1.5,3.0,0.5296473362419126,False
24,25,7,8,1.5,1.5,0.9999979175103891,True
24,26,7,9,1.5,1.5,0.999928202107023,True
24,27,7,1,1.5,2.0,0.8853824113014185,False
24,28,7,2,1.5,2.0,0.880812914270416,False
24,29,7,3,1.5,2.0,0.881930031056043,False
24,30,7,4,1.5,2.0,0.8843254811966507,False
24,31,7,5,1.5,2.0,0.8835936197094665,False
24,32,7,6,1.5,2.0,0.8822253688879398,False
24,33,7,7,1.5,2.0,0.8819143637072029,False
24,34,7,8,1.5,2.0,0.8816912076116538,False
24,35,7,9,1.5,2.0,0.8834244567375875,False
24,36,7,1,1.5,2.5,0.6909661447581014,False
24,37,7,2,1.5,2.5,0.6779787559557383,False
24,38,7,3,1.5,2.5,0.6805604304249624,False
24,39,7,4,1.5,2.5,0.6878217120740245,False
24,40,7,5,1.5,2.5,0.6856154354687692,False
24,41,7,6,1.5,2.5,0.6815459774366139,False
24,42,7,7,1.5,2.5,0.6808316980022565,False
24,43,7,8,1.5,2.5,0.6803214961254798,False
24,44,7,9,1.5,2.5,0.6852266286315658,False
24,45,7,1,1.5,3.0,0.5336352259064923,False
24,46,7,2,1.5,3.0,0.5235555591412249,False
24,47,7,3,1.5,3.0,0.5254934024299693,False
24,48,7,4,1.5,3.0,0.5311847934551388,False
24,49,7,5,1.5,3.0,0.5294592954959267,False
24,50,7,6,1.5,3.0,0.5262776054583813,False
24,51,7,7,1.5,3.0,0.5257430964018429,False
24,52,7,8,1.5,3.0,0.5253613654573309,False
24,53,7,9,1.5,3.0,0.5291693896461951,False
25,26,8,9,1.5,1.5,0.9999051745893904,True
25,27,8,1,1.5,2.0,0.8851901859453832,False
25,28,8,2,1.5,2.0,0.8806369565870621,False
25,29,8,3,1.5,2.0,0.8817487292518801,False
25,30,8,4,1.5,2.0,0.8841368999508801,False
25,31,8,5,1.5,2.0,0.8834073821843684,False
25,32,8,6,1.5,2.0,0.8820434644378435,False
25,33,8,7,1.5,2.0,0.8817339930589164,False
25,34,8,8,1.5,2.0,0.8815119326336006,False
