system,history_id,history_step,bus,A_star,J_star,second_amplitude,gap_best_second
ieee9,45,1,8,0.05,0.9000000000000001,0.075,0.0
ieee9,46,1,0,0.2,1.0050000000000003,0.3,0.004999999999999893
ieee9,46,1,1,0.2,0.9425000000000001,0.3,0.0
ieee9,46,1,2,0.3,0.9787500000000001,0.2,0.003750000000000031
ieee9,46,1,3,0.05,0.9175000000000002,0.075,0.0
ieee9,46,1,4,0.3,1.01625,0.05,0.0012499999999999734
ieee9,46,1,5,0.05,1.0112500000000002,0.075,0.0
ieee9,46,1,6,0.05,0.9800000000000002,0.075,0.0012499999999999734
ieee9,46,1,7,0.3,0.9575000000000002,0.2,0.06374999999999997
ieee9,46,1,8,0.1,0.9800000000000002,0.075,0.0012499999999999734
ieee9,47,1,0,0.075,0.9000000000000001,0.1,0.0
ieee9,47,1,1,0.05,0.9000000000000001,0.075,0.0
ieee9,47,1,2,0.05,0.9000000000000001,0.075,0.0
ieee9,47,1,3,0.05,0.9000000000000001,0.075,0.0
ieee9,47,1,4,0.05,0.9000000000000001,0.075,0.0
ieee9,47,1,5,0.05,0.9000000000000001,0.075,0.0
ieee9,47,1,6,0.05,0.9000000000000001,0.075,0.0
ieee9,47,1,7,0.05,0.9000000000000001,0.075,0.0
ieee9,47,1,8,0.05,0.9000000000000001,0.075,0.0
ieee9,48,1,0,0.075,0.9000000000000001,0.1,0.0
ieee9,48,1,1,0.05,0.9000000000000001,0.075,0.0
ieee9,48,1,2,0.05,0.9000000000000001,0.075,0.0
ieee9,48,1,3,0.05,0.9000000000000001,0.075,0.0
ieee9,48,1,4,0.05,0.9000000000000001,0.075,0.0
ieee9,48,1,5,0.05,0.9000000000000001,0.075,0.0
ieee9,48,1,6,0.05,0.9000000000000001,0.075,0.0
ieee9,48,1,7,0.05,0.9000000000000001,0.075,0.0
ieee9,48,1,8,0.05,0.9000000000000001,0.075,0.0
ieee9,49,1,0,0.15,0.9000000000000001,0.2,0.0
ieee9,49,1,1,0.05,0.9000000000000001,0.075,0.0
ieee9,49,1,2,0.05,0.9000000000000001,0.075,0.0
ieee9,49,1,3,0.05,0.9000000000000001,0.075,0.0
ieee9,49,1,4,0.05,0.9000000000000001,0.075,0.0
ieee9,49,1,5,0.05,0.9000000000000001,0.075,0.0
ieee9,49,1,6,0.05,0.9000000000000001,0.075,0.0
ieee9,49,1,7,0.05,0.9000000000000001,0.075,0.0
ieee9,49,1,8,0.05,0.9000000000000001,0.075,0.0
ieee9,50,1,0,0.15,0.9050000000000001,0.2,0.0
ieee9,50,1,1,0.05,0.9137500000000002,0.075,0.0
ieee9,50,1,2,0.3,0.9112500000000001,0.15,0.0012499999999999734
ieee9,50,1,3,0.05,0.9050000000000001,0.075,0.0
ieee9,50,1,4,0.2,0.9150000000000001,0.3,0.0
ieee9,50,1,5,0.3,0.9075000000000001,0.2,0.0012500000000000844
ieee9,50,1,6,0.05,0.9000000000000001,0.075,0.0
ieee9,50,1,7,0.05,0.9000000000000001,0.075,0.0
ieee9,50,1,8,0.05,0.9125000000000001,0.1,0.0025000000000000577
ieee9,51,1,0,0.075,0.9000000000000001,0.1,0.0
ieee9,51,1,1,0.05,0.9000000000000001,0.075,0.0
ieee9,51,1,2,0.05,0.9000000000000001,0.075,0.0
ieee9,51,1,3,0.05,0.9000000000000001,0.075,0.0
ieee9,51,1,4,0.05,0.9000000000000001,0.075,0.0
ieee9,51,1,5,0.05,0.9000000000000001,0.075,0.0
ieee9,51,1,6,0.05,0.9000000000000001,0.075,0.0
ieee9,51,1,7,0.05,0.9000000000000001,0.075,0.0
ieee9,51,1,8,0.05,0.9000000000000001,0.075,0.0
ieee9,52,1,0,0.3,1.0,0.2,0.12500000000000022
ieee9,52,1,1,0.3,1.3375000000000001,0.2,0.02499999999999991
ieee9,52,1,2,0.3,1.0000000000000002,0.2,0.012499999999999956
ieee9,52,1,3,0.05,0.9500000000000002,0.075,0.0
ieee9,52,1,4,0.05,1.0250000000000001,0.075,0.0
ieee9,52,1,5,0.05,1.0500000000000003,0.075,0.0
ieee9,52,1,6,0.05,1.2375000000000003,0.075,0.0
ieee9,52,1,7,0.05,1.0250000000000001,0.075,0.0
ieee9,52,1,8,0.05,1.2125000000000001,0.075,0.0
ieee9,53,1,0,0.15,1.1862500000000002,0.2,0.016249999999999876
ieee9,53,1,1,0.3,0.9712500000000001,0.2,0.0025000000000000577
ieee9,53,1,2,0.3,1.09125,0.2,0.02499999999999991
ieee9,53,1,3,0.05,0.96125,0.075,0.0
ieee9,53,1,4,0.05,1.02625,0.075,0.0
ieee9,53,1,5,0.3,1.1075,0.2,0.006250000000000089
ieee9,53,1,6,0.05,1.02875,0.075,0.0
ieee9,53,1,7,0.3,1.0212500000000002,0.1,0.013749999999999929
ieee9,53,1,8,0.05,0.9775,0.075,0.0
ieee9,54,1,0,0.075,0.9000000000000001,0.1,0.0
ieee9,54,1,1,0.05,0.9000000000000001,0.075,0.0
ieee9,54,1,2,0.05,0.9000000000000001,0.075,0.0
ieee9,54,1,3,0.05,0.9000000000000001,0.075,0.0
ieee9,54,1,4,0.05,0.9000000000000001,0.075,0.0
ieee9,54,1,5,0.05,0.9000000000000001,0.075,0.0
ieee9,54,1,6,0.05,0.9000000000000001,0.075,0.0
ieee9,54,1,7,0.05,0.9000000000000001,0.075,0.0
ieee9,54,1,8,0.05,0.9000000000000001,0.075,0.0
ieee9,55,1,0,0.3,0.9150000000000001,0.15,0.012500000000000067
ieee9,55,1,1,0.15,0.9237500000000002,0.2,0.0
ieee9,55,1,2,0.05,0.9087500000000002,0.075,0.0
ieee9,55,1,3,0.05,0.9087500000000002,0.075,0.0
ieee9,55,1,4,0.05,0.9500000000000002,0.075,0.0
ieee9,55,1,5,0.3,0.9162500000000002,0.05,0.022499999999999964
ieee9,55,1,6,0.05,0.9562500000000003,0.075,0.0012499999999999734
ieee9,55,1,7,0.3,0.9462500000000003,0.2,0.008749999999999925
ieee9,55,1,8,0.05,0.9200000000000002,0.15,0.006249999999999978
ieee9,56,1,0,0.075,0.9187500000000002,0.1,0.0
ieee9,56,1,1,0.15,0.9175000000000001,0.2,0.0012500000000000844
ieee9,56,1,2,0.05,0.9162500000000001,0.075,0.0
ieee9,56,1,3,0.3,0.9112500000000001,0.2,0.0050000000000001155
ieee9,56,1,4,0.05,0.9262500000000002,0.075,0.0
ieee9,56,1,5,0.2,0.9175000000000002,0.3,0.0
ieee9,56,1,6,0.05,0.9250000000000002,0.075,0.0012500000000000844
ieee9,56,1,7,0.15,0.9275000000000002,0.05,0.004999999999999893
ieee9,56,1,8,0.3,0.9237500000000002,0.05,0.0024999999999999467
ieee9,57,1,0,0.075,0.9000000000000001,0.1,0.0
ieee9,57,1,1,0.05,0.9000000000000001,0.075,0.0
ieee9,57,1,2,0.05,0.9000000000000001,0.075,0.0
ieee9,57,1,3,0.05,0.9000000000000001,0.075,0.0
ieee9,57,1,4,0.05,0.9000000000000001,0.075,0.0
ieee9,57,1,5,0.05,0.9000000000000001,0.075,0.0
ieee9,57,1,6,0.05,0.9000000000000001,0.075,0.0
ieee9,57,1,7,0.05,0.9000000000000001,0.075,0.0
ieee9,57,1,8,0.05,0.9000000000000001,0.075,0.0
ieee9,58,1,0,0.075,0.9000000000000001,0.1,0.0
ieee9,58,1,1,0.05,0.9000000000000001,0.075,0.0
ieee9,58,1,2,0.05,0.9000000000000001,0.075,0.0
ieee9,58,1,3,0.05,0.9000000000000001,0.075,0.0
ieee9,58,1,4,0.05,0.9000000000000001,0.075,0.0
ieee9,58,1,5,0.05,0.9000000000000001,0.075,0.0
ieee9,58,1,6,0.05,0.9000000000000001,0.075,0.0
ieee9,58,1,7,0.05,0.9000000000000001,0.075,0.0
ieee9,58,1,8,0.05,0.9000000000000001,0.075,0.0
ieee9,59,1,0,0.075,0.9000000000000001,0.1,0.0
ieee9,59,1,1,0.05,0.9000000000000001,0.075,0.0
ieee9,59,1,2,0.05,0.9000000000000001,0.075,0.0
ieee9,59,1,3,0.05,0.9000000000000001,0.075,0.0
ieee9,59,1,4,0.05,0.9000000000000001,0.075,0.0
ieee9,59,1,5,0.05,0.9000000000000001,0.075,0.0
ieee9,59,1,6,0.05,0.9000000000000001,0.075,0.0
ieee9,59,1,7,0.05,0.9000000000000001,0.075,0.0
ieee9,59,1,8,0.05,0.9000000000000001,0.075,0.0
ieee9,60,1,0,0.075,0.9000000000000001,0.1,0.0
ieee9,60,1,1,0.05,0.9000000000000001,0.075,0.0
ieee9,60,1,2,0.05,0.9000000000000001,0.075,0.0
ieee9,60,1,3,0.05,0.9000000000000001,0.075,0.0
ieee9,60,1,4,0.05,0.9000000000000001,0.075,0.0
ieee9,60,1,5,0.05,0.9000000000000001,0.075,0.0
ieee9,60,1,6,0.05,0.9000000000000001,0.075,0.0
ieee9,60,1,7,0.05,0.9000000000000001,0.075,0.0
ieee9,60,1,8,0.05,0.9000000000000001,0.075,0.0
ieee9,61,1,0,0.075,0.9000000000000001,0.1,0.0
ieee9,61,1,1,0.05,0.9000000000000001,0.075,0.0
ieee9,61,1,2,0.05,0.9000000000000001,0.075,0.0
ieee9,61,1,3,0.05,0.9000000000000001,0.075,0.0
ieee9,61,1,4,0.05,0.9000000000000001,0.075,0.0
ieee9,61,1,5,0.05,0.9000000000000001,0.075,0.0
ieee9,61,1,6,0.05,0.9000000000000001,0.075,0.0
ieee9,61,1,7,0.05,0.9000000000000001,0.075,0.0
ieee9,61,1,8,0.05,0.9000000000000001,0.075,0.0
ieee9,62,1,0,0.075,0.9000000000000001,0.1,0.0
ieee9,62,1,1,0.05,0.9000000000000001,0.075,0.0
ieee9,62,1,2,0.05,0.9000000000000001,0.075,0.0
ieee9,62,1,3,0.05,0.9000000000000001,0.075,0.0
ieee9,62,1,4,0.05,0.9000000000000001,0.075,0.0
ieee9,62,1,5,0.05,0.9000000000000001,0.075,0.0
ieee9,62,1,6,0.05,0.9000000000000001,0.075,0.0
ieee9,62,1,7,0.05,0.9000000000000001,0.075,0.0
ieee9,62,1,8,0.05,0.9000000000000001,0.075,0.0
ieee9,63,1,0,0.075,0.9000000000000001,0.1,0.0
ieee9,63,1,1,0.05,0.9000000000000001,0.075,0.0
ieee9,63,1,2,0.05,0.9000000000000001,0.075,0.0
ieee9,63,1,3,0.05,0.9000000000000001,0.075,0.0
ieee9,63,1,4,0.05,0.9000000000000001,0.075,0.0
ieee9,63,1,5,0.05,0.9000000000000001,0.075,0.0
ieee9,63,1,6,0.05,0.9000000000000001,0.075,0.0
ieee9,63,1,7,0.05,0.9000000000000001,0.075,0.0
ieee9,63,1,8,0.05,0.9000000000000001,0.075,0.0
ieee9,64,1,0,0.075,0.9000000000000001,0.1,0.0
ieee9,64,1,1,0.05,0.9000000000000001,0.075,0.0
ieee9,64,1,2,0.05,0.9000000000000001,0.075,0.0
ieee9,64,1,3,0.05,0.9000000000000001,0.075,0.0
ieee9,64,1,4,0.05,0.9000000000000001,0.075,0.0
ieee9,64,1,5,0.05,0.9000000000000001,0.075,0.0
ieee9,64,1,6,0.05,0.9000000000000001,0.075,0.0
ieee9,64,1,7,0.05,0.9000000000000001,0.075,0.0
ieee9,64,1,8,0.05,0.9000000000000001,0.075,0.0
ieee9,65,1,0,0.075,0.9000000000000001,0.1,0.0
ieee9,65,1,1,0.05,0.9000000000000001,0.075,0.0
ieee9,65,1,2,0.05,0.9000000000000001,0.075,0.0
ieee9,65,1,3,0.05,0.9000000000000001,0.075,0.0
ieee9,65,1,4,0.05,0.9000000000000001,0.075,0.0
ieee9,65,1,5,0.05,0.9000000000000001,0.075,0.0
ieee9,65,1,6,0.05,0.9000000000000001,0.075,0.0
ieee9,65,1,7,0.05,0.9000000000000001,0.075,0.0
ieee9,65,1,8,0.05,0.9000000000000001,0.075,0.0
ieee9,66,1,0,0.075,0.9000000000000001,0.1,0.0
ieee9,66,1,1,0.05,0.9000000000000001,0.075,0.0
ieee9,66,1,2,0.05,0.9000000000000001,0.075,0.0
ieee9,66,1,3,0.05,0.9000000000000001,0.075,0.0
ieee9,66,1,4,0.05,0.9000000000000001,0.075,0.0
ieee9,66,1,5,0.05,0.9000000000000001,0.075,0.0
ieee9,66,1,6,0.05,0.9000000000000001,0.075,0.0
ieee9,66,1,7,0.05,0.9000000000000001,0.075,0.0
ieee9,66,1,8,0.05,0.9000000000000001,0.075,0.0
ieee9,67,1,0,0.2,1.06875,0.3,0.03750000000000009
ieee9,67,1,1,0.05,0.9875,0.075,0.0
ieee9,67,1,2,0.3,1.09375,0.2,0.012499999999999956
ieee9,67,1,3,0.05,0.9875,0.075,0.0
ieee9,67,1,4,0.05,1.0125000000000002,0.075,0.0
ieee9,67,1,5,0.3,1.06875,0.05,0.05624999999999991
ieee9,67,1,6,0.05,1.00625,0.075,0.0
ieee9,67,1,7,0.05,1.00625,0.075,0.0
ieee9,67,1,8,0.05,0.9875,0.075,0.0
ieee9,68,1,0,0.15,0.9000000000000001,0.2,0.0
ieee9,68,1,1,0.05,0.9000000000000001,0.075,0.0
ieee9,68,1,2,0.05,0.9000000000000001,0.075,0.0
ieee9,68,1,3,0.05,0.9000000000000001,0.075,0.0
ieee9,68,1,4,0.05,0.9000000000000001,0.075,0.0
ieee9,68,1,5,0.05,0.9000000000000001,0.075,0.0
ieee9,68,1,6,0.05,0.9000000000000001,0.075,0.0
ieee9,68,1,7,0.05,0.9000000000000001,0.075,0.0
ieee9,68,1,8,0.05,0.9000000000000001,0.075,0.0
ieee9,69,1,0,0.075,0.9000000000000001,0.1,0.0
ieee9,69,1,1,0.05,0.9000000000000001,0.075,0.0
ieee9,69,1,2,0.05,0.9000000000000001,0.075,0.0
ieee9,69,1,3,0.05,0.9000000000000001,0.075,0.0
ieee9,69,1,4,0.05,0.9000000000000001,0.075,0.0
ieee9,69,1,5,0.05,0.9000000000000001,0.075,0.0
ieee9,69,1,6,0.05,0.9000000000000001,0.075,0.0
ieee9,69,1,7,0.05,0.9000000000000001,0.075,0.0
ieee9,69,1,8,0.05,0.9000000000000001,0.075,0.0
ieee9,70,1,0,0.2,1.0137500000000002,0.3,0.006250000000000089
ieee9,70,1,1,0.3,0.9625000000000001,0.2,0.006250000000000089
ieee9,70,1,2,0.3,1.0075000000000003,0.2,0.0012499999999999734
ieee9,70,1,3,0.05,0.9312500000000001,0.075,0.0
ieee9,70,1,4,0.3,1.0012500000000002,0.15,0.0012499999999999734
ieee9,70,1,5,0.3,0.9775000000000003,0.2,0.019999999999999907
ieee9,70,1,6,0.3,0.9962500000000002,0.05,0.01375000000000004
ieee9,70,1,7,0.3,0.9875,0.05,0.036250000000000115
ieee9,70,1,8,0.05,0.9825000000000002,0.075,0.0
ieee9,71,1,0,0.075,0.9000000000000001,0.1,0.0
ieee9,71,1,1,0.05,0.9000000000000001,0.075,0.0
ieee9,71,1,2,0.05,0.9000000000000001,0.075,0.0
ieee9,71,1,3,0.05,0.9000000000000001,0.075,0.0
ieee9,71,1,4,0.05,0.9000000000000001,0.075,0.0
ieee9,71,1,5,0.05,0.9000000000000001,0.075,0.0
ieee9,71,1,6,0.05,0.9000000000000001,0.075,0.0
ieee9,71,1,7,0.05,0.9000000000000001,0.075,0.0
ieee9,71,1,8,0.05,0.9000000000000001,0.075,0.0
ieee9,72,1,0,0.075,0.9000000000000001,0.1,0.0
ieee9,72,1,1,0.05,0.9000000000000001,0.075,0.0
ieee9,72,1,2,0.05,0.9000000000000001,0.075,0.0
ieee9,72,1,3,0.05,0.9000000000000001,0.075,0.0
ieee9,72,1,4,0.05,0.9000000000000001,0.075,0.0
ieee9,72,1,5,0.05,0.9000000000000001,0.075,0.0
ieee9,72,1,6,0.05,0.9000000000000001,0.075,0.0
ieee9,72,1,7,0.05,0.9000000000000001,0.075,0.0
ieee9,72,1,8,0.05,0.9000000000000001,0.075,0.0
ieee9,73,1,0,0.1,0.9000000000000001,0.15,0.0
ieee9,73,1,1,0.05,0.9000000000000001,0.075,0.0
ieee9,73,1,2,0.05,0.9000000000000001,0.075,0.0
ieee9,73,1,3,0.05,0.9000000000000001,0.075,0.0
ieee9,73,1,4,0.05,0.9000000000000001,0.075,0.0
ieee9,73,1,5,0.05,0.9000000000000001,0.075,0.0
ieee9,73,1,6,0.05,0.9000000000000001,0.075,0.0
ieee9,73,1,7,0.05,0.9000000000000001,0.075,0.0
ieee9,73,1,8,0.05,0.9000000000000001,0.075,0.0
ieee9,74,1,0,0.15,0.9087500000000002,0.2,0.0
ieee9,74,1,1,0.3,0.9200000000000002,0.2,0.0024999999999999467
ieee9,74,1,2,0.2,0.9212500000000001,0.3,0.0
ieee9,74,1,3,0.05,0.9050000000000001,0.075,0.0
ieee9,74,1,4,0.05,0.9162500000000001,0.075,0.0
ieee9,74,1,5,0.3,0.9100000000000001,0.2,0.015000000000000013
ieee9,74,1,6,0.15,0.9387500000000002,0.05,0.0024999999999999467
ieee9,74,1,7,0.3,0.9187500000000002,0.05,0.020000000000000018
ieee9,74,1,8,0.15,0.9125000000000002,0.2,0.0
ieee9,75,1,0,0.075,0.9000000000000001,0.1,0.0
ieee9,75,1,1,0.05,0.9000000000000001,0.075,0.0
ieee9,75,1,2,0.05,0.9000000000000001,0.075,0.0
ieee9,75,1,3,0.05,0.9000000000000001,0.075,0.0
ieee9,75,1,4,0.05,0.9000000000000001,0.075,0.0
ieee9,75,1,5,0.05,0.9000000000000001,0.075,0.0
ieee9,75,1,6,0.05,0.9000000000000001,0.075,0.0
ieee9,75,1,7,0.05,0.9000000000000001,0.075,0.0
ieee9,75,1,8,0.05,0.9000000000000001,0.075,0.0
ieee9,76,1,0,0.1,0.9000000000000001,0.15,0.0
ieee9,76,1,1,0.05,0.9000000000000001,0.075,0.0
ieee9,76,1,2,0.3,0.9750000000000001,0.05,0.012500000000000067
ieee9,76,1,3,0.05,0.9125000000000001,0.075,0.0
ieee9,76,1,4,0.05,1.0,0.075,0.0
ieee9,76,1,5,0.05,0.9375,0.075,0.0
ieee9,76,1,6,0.2,0.9000000000000001,0.3,0.0
ieee9,76,1,7,0.15,0.9875,0.05,1.1102230246251565e-16
ieee9,76,1,8,0.3,0.9500000000000002,0.2,0.012499999999999956
ieee9,77,1,0,0.2,1.13125,0.3,0.0625
ieee9,77,1,1,0.05,0.9712500000000002,0.075,0.0
ieee9,77,1,2,0.3,1.0900000000000003,0.15,0.016249999999999876
ieee9,77,1,3,0.05,0.9687500000000001,0.075,0.0
ieee9,77,1,4,0.075,0.99375,0.1,0.0
ieee9,77,1,5,0.3,1.1125,0.05,0.03749999999999987
ieee9,77,1,6,0.05,1.0150000000000001,0.075,0.0
ieee9,77,1,7,0.075,0.9775000000000001,0.1,0.0
ieee9,77,1,8,0.05,0.9750000000000001,0.075,0.0
ieee9,78,1,0,0.075,0.9000000000000001,0.1,0.0
ieee9,78,1,1,0.05,0.9000000000000001,0.075,0.0
ieee9,78,1,2,0.05,0.9000000000000001,0.075,0.0
ieee9,78,1,3,0.05,0.9000000000000001,0.075,0.0
ieee9,78,1,4,0.05,0.9000000000000001,0.075,0.0
ieee9,78,1,5,0.05,0.9000000000000001,0.075,0.0
ieee9,78,1,6,0.05,0.9000000000000001,0.075,0.0
ieee9,78,1,7,0.05,0.9000000000000001,0.075,0.0
ieee9,78,1,8,0.05,0.9000000000000001,0.075,0.0
ieee9,79,1,0,0.15,0.9250000000000002,0.2,0.010000000000000009
ieee9,79,1,1,0.3,0.9162500000000001,0.05,0.0012499999999999734
ieee9,79,1,2,0.05,0.9125000000000002,0.075,0.0
ieee9,79,1,3,0.05,0.9100000000000001,0.075,0.0
ieee9,79,1,4,0.05,0.9362500000000001,0.075,0.0
ieee9,79,1,5,0.3,0.9200000000000002,0.2,0.011249999999999982
ieee9,79,1,6,0.05,0.9600000000000002,0.075,0.0012499999999999734
ieee9,79,1,7,0.3,0.9287500000000002,0.05,0.011249999999999982
ieee9,79,1,8,0.05,0.9250000000000002,0.075,0.007499999999999951
ieee9,80,1,0,0.15,1.0125000000000002,0.2,0.003750000000000142
ieee9,80,1,1,0.3,0.9375000000000002,0.075,0.0012499999999999734
ieee9,80,1,2,0.3,0.9325000000000001,0.075,0.0025000000000000577
ieee9,80,1,3,0.1,0.9325000000000001,0.15,0.0
ieee9,80,1,4,0.05,0.9787500000000002,0.075,0.0
ieee9,80,1,5,0.05,0.9925000000000002,0.075,0.0
ieee9,80,1,6,0.05,0.9775000000000003,0.075,0.0
ieee9,80,1,7,0.3,0.9775000000000001,0.05,0.025000000000000244
ieee9,80,1,8,0.3,0.9675000000000002,0.1,0.0012499999999999734
ieee9,81,1,0,0.075,0.9000000000000001,0.1,0.0
ieee9,81,1,1,0.05,0.9000000000000001,0.075,0.0
ieee9,81,1,2,0.05,0.9000000000000001,0.075,0.0
ieee9,81,1,3,0.05,0.9000000000000001,0.075,0.0
ieee9,81,1,4,0.05,0.9000000000000001,0.075,0.0
ieee9,81,1,5,0.05,0.9000000000000001,0.075,0.0
ieee9,81,1,6,0.05,0.9000000000000001,0.075,0.0
ieee9,81,1,7,0.05,0.9000000000000001,0.075,0.0
ieee9,81,1,8,0.05,0.9000000000000001,0.075,0.0
ieee9,82,1,0,0.075,0.9000000000000001,0.1,0.0
ieee9,82,1,1,0.05,0.9000000000000001,0.075,0.0
ieee9,82,1,2,0.05,0.9000000000000001,0.075,0.0
ieee9,82,1,3,0.05,0.9000000000000001,0.075,0.0
ieee9,82,1,4,0.05,0.9000000000000001,0.075,0.0
ieee9,82,1,5,0.05,0.9000000000000001,0.075,0.0
ieee9,82,1,6,0.05,0.9000000000000001,0.075,0.0
ieee9,82,1,7,0.05,0.9000000000000001,0.075,0.0
ieee9,82,1,8,0.05,0.9000000000000001,0.075,0.0
ieee9,83,1,0,0.075,0.9000000000000001,0.1,0.0
ieee9,83,1,1,0.05,0.9000000000000001,0.075,0.0
ieee9,83,1,2,0.05,0.9000000000000001,0.075,0.0
ieee9,83,1,3,0.05,0.9000000000000001,0.075,0.0
ieee9,83,1,4,0.05,0.9000000000000001,0.075,0.0
ieee9,83,1,5,0.05,0.9000000000000001,0.075,0.0
ieee9,83,1,6,0.05,0.9000000000000001,0.075,0.0
ieee9,83,1,7,0.05,0.9000000000000001,0.075,0.0
ieee9,83,1,8,0.05,0.9000000000000001,0.075,0.0
ieee9,84,1,0,0.075,0.9000000000000001,0.1,0.0
ieee9,84,1,1,0.05,0.9000000000000001,0.075,0.0
ieee9,84,1,2,0.05,0.9000000000000001,0.075,0.0
ieee9,84,1,3,0.05,0.9000000000000001,0.075,0.0
ieee9,84,1,4,0.05,0.9000000000000001,0.075,0.0
ieee9,84,1,5,0.05,0.9000000000000001,0.075,0.0
ieee9,84,1,6,0.05,0.9000000000000001,0.075,0.0
ieee9,84,1,7,0.05,0.9000000000000001,0.075,0.0
ieee9,84,1,8,0.05,0.9000000000000001,0.075,0.0
ieee9,85,1,0,0.3,0.9000000000000001,0.075,0.012499999999999956
ieee9,85,1,1,0.05,0.9137500000000002,0.075,0.0012499999999999734
ieee9,85,1,2,0.3,0.9137500000000002,0.15,0.0024999999999999467
ieee9,85,1,3,0.3,0.9087500000000002,0.05,0.010000000000000009
ieee9,85,1,4,0.05,0.9087500000000002,0.075,0.0
ieee9,85,1,5,0.2,0.9137500000000002,0.05,0.0024999999999999467
ieee9,85,1,6,0.3,0.9175000000000002,0.05,0.0024999999999999467
ieee9,85,1,7,0.1,0.9000000000000001,0.15,0.0
ieee9,85,1,8,0.1,0.9212500000000001,0.15,0.0
ieee9,86,1,0,0.075,0.9000000000000001,0.1,0.0
ieee9,86,1,1,0.05,0.9000000000000001,0.075,0.0
ieee9,86,1,2,0.05,0.9000000000000001,0.075,0.0
ieee9,86,1,3,0.05,0.9000000000000001,0.075,0.0
ieee9,86,1,4,0.05,0.9000000000000001,0.075,0.0
ieee9,86,1,5,0.05,0.9000000000000001,0.075,0.0
ieee9,86,1,6,0.05,0.9000000000000001,0.075,0.0
ieee9,86,1,7,0.05,0.9000000000000001,0.075,0.0
ieee9,86,1,8,0.05,0.9000000000000001,0.075,0.0
ieee9,87,1,0,0.075,0.9000000000000001,0.1,0.0
ieee9,87,1,1,0.05,0.9000000000000001,0.075,0.0
ieee9,87,1,2,0.05,0.9000000000000001,0.075,0.0
ieee9,87,1,3,0.05,0.9000000000000001,0.075,0.0
ieee9,87,1,4,0.05,0.9000000000000001,0.075,0.0
ieee9,87,1,5,0.05,0.9000000000000001,0.075,0.0
ieee9,87,1,6,0.05,0.9000000000000001,0.075,0.0
ieee9,87,1,7,0.05,0.9000000000000001,0.075,0.0
ieee9,87,1,8,0.05,0.9000000000000001,0.075,0.0
ieee9,88,1,0,0.075,0.9000000000000001,0.1,0.0
ieee9,88,1,1,0.05,0.9000000000000001,0.075,0.0
ieee9,88,1,2,0.05,0.9000000000000001,0.075,0.0
ieee9,88,1,3,0.05,0.9000000000000001,0.075,0.0
ieee9,88,1,4,0.05,0.9000000000000001,0.075,0.0
ieee9,88,1,5,0.05,0.9000000000000001,0.075,0.0
ieee9,88,1,6,0.05,0.9000000000000001,0.075,0.0
ieee9,88,1,7,0.05,0.9000000000000001,0.075,0.0
ieee9,88,1,8,0.05,0.9000000000000001,0.075,0.0
ieee9,89,1,0,0.075,0.9000000000000001,0.1,0.0
ieee9,89,1,1,0.05,0.9000000000000001,0.075,0.0
ieee9,89,1,2,0.05,0.9000000000000001,0.075,0.0
ieee9,89,1,3,0.05,0.9000000000000001,0.075,0.0
ieee9,89,1,4,0.05,0.9000000000000001,0.075,0.0
ieee9,89,1,5,0.05,0.9000000000000001,0.075,0.0
ieee9,89,1,6,0.05,0.9000000000000001,0.075,0.0
ieee9,89,1,7,0.05,0.9000000000000001,0.075,0.0
ieee9,89,1,8,0.05,0.9000000000000001,0.075,0.0
ieee9,90,1,0,0.075,0.9000000000000001,0.1,0.0
ieee9,90,1,1,0.05,0.9000000000000001,0.075,0.0
ieee9,90,1,2,0.05,0.9000000000000001,0.075,0.0
ieee9,90,1,3,0.05,0.9000000000000001,0.075,0.0
ieee9,90,1,4,0.05,0.9000000000000001,0.075,0.0
ieee9,90,1,5,0.05,0.9000000000000001,0.075,0.0
ieee9,90,1,6,0.05,0.9000000000000001,0.075,0.0
ieee9,90,1,7,0.05,0.9000000000000001,0.075,0.0
ieee9,90,1,8,0.05,0.9000000000000001,0.075,0.0
ieee9,91,1,0,0.15,0.9062500000000001,0.2,0.0
ieee9,91,1,1,0.05,0.9500000000000002,0.075,0.0
ieee9,91,1,2,0.05,0.9375000000000001,0.075,0.0
ieee9,91,1,3,0.05,0.9000000000000001,0.075,0.0
ieee9,91,1,4,0.05,0.9125000000000001,0.075,0.0
ieee9,91,1,5,0.2,0.9312500000000001,0.3,0.0
ieee9,91,1,6,0.3,0.9000000000000001,0.05,0.012499999999999956
ieee9,91,1,7,0.05,0.9000000000000001,0.075,0.0
ieee9,91,1,8,0.05,0.9000000000000001,0.075,0.0
ieee9,92,1,0,0.075,0.9000000000000001,0.1,0.0
ieee9,92,1,1,0.05,0.9000000000000001,0.075,0.0
ieee9,92,1,2,0.05,0.9000000000000001,0.075,0.0
ieee9,92,1,3,0.05,0.9000000000000001,0.075,0.0
ieee9,92,1,4,0.05,0.9000000000000001,0.075,0.0
ieee9,92,1,5,0.05,0.9000000000000001,0.075,0.0
ieee9,92,1,6,0.05,0.9000000000000001,0.075,0.0
ieee9,92,1,7,0.05,0.9000000000000001,0.075,0.0
ieee9,92,1,8,0.05,0.9000000000000001,0.075,0.0
ieee9,93,1,0,0.075,0.9000000000000001,0.1,0.0
ieee9,93,1,1,0.05,0.9000000000000001,0.075,0.0
ieee9,93,1,2,0.05,0.9000000000000001,0.075,0.0
ieee9,93,1,3,0.05,0.9000000000000001,0.075,0.0
