step,fixed_previous_actions,observation_values_or_bins,selected_action,action_entropy,logit_grad_norm_wrt_y,next_action_probabilities,mean_TV_between_bins,mean_KL_between_bins,observation_to_action_mutual_information,unique_selected_actions_across_bins,seed
3,23 29,1.4285714285714284,10,3.325263023376465,0.0007149146986193955,0.036770 0.026897 0.034684 0.031758 0.031197 0.036680 0.038253 0.036600 0.043821 0.032661 0.044054 0.027447 0.035596 0.033930 0.038621 0.036586 0.028139 0.040024 0.040344 0.035211 0.034744 0.033882 0.038651 0.000000 0.032849 0.036271 0.038506 0.038853 0.036972 0.000000,0.0004477354232221842,8.486877699657011e-07,3.5997519541045677e-07,1,303
3,23 29,2.0,10,3.3252482414245605,0.0008424755651503801,0.036772 0.026875 0.034680 0.031758 0.031198 0.036674 0.038258 0.036607 0.043827 0.032668 0.044047 0.027431 0.035612 0.033915 0.038627 0.036572 0.028131 0.040016 0.040385 0.035211 0.034733 0.033899 0.038645 0.000000 0.032868 0.036254 0.038509 0.038866 0.036961 0.000000,0.0004477354232221842,8.486877699657011e-07,3.5997519541045677e-07,1,303
4,23 29 10,-2.0,8,3.2895116806030273,0.000588993018027395,0.038688 0.028173 0.036161 0.033286 0.032450 0.038590 0.039885 0.038314 0.045924 0.034087 0.000000 0.028514 0.037321 0.035370 0.040237 0.038406 0.029723 0.041870 0.042067 0.036932 0.036248 0.035154 0.040509 0.000000 0.034307 0.038082 0.040258 0.040780 0.038663 0.000000,0.00025232761566128047,2.2606868047400246e-07,9.630994122255684e-08,1,303
4,23 29 10,-1.4285714285714286,8,3.2895164489746094,0.0006204961682669818,0.038680 0.028171 0.036157 0.033289 0.032457 0.038599 0.039888 0.038313 0.045915 0.034094 0.000000 0.028516 0.037330 0.035363 0.040232 0.038397 0.029718 0.041877 0.042073 0.036933 0.036253 0.035165 0.040502 0.000000 0.034319 0.038068 0.040255 0.040784 0.038655 0.000000,0.00025232761566128047,2.2606868047400246e-07,9.630994122255684e-08,1,303
4,23 29 10,-0.8571428571428572,8,3.289519786834717,0.0006393538787961006,0.038669 0.028169 0.036152 0.033289 0.032462 0.038608 0.039891 0.038311 0.045903 0.034100 0.000000 0.028519 0.037336 0.035357 0.040230 0.038388 0.029713 0.041885 0.042079 0.036935 0.036260 0.035175 0.040494 0.000000 0.034331 0.038054 0.040255 0.040787 0.038646 0.000000,0.00025232761566128047,2.2606868047400246e-07,9.630994122255684e-08,1,303
4,23 29 10,-0.2857142857142858,8,3.2895219326019287,0.0006020489381626248,0.038659 0.028165 0.036146 0.033289 0.032468 0.038617 0.039894 0.038308 0.045892 0.034106 0.000000 0.028522 0.037342 0.035351 0.040229 0.038382 0.029708 0.041893 0.042085 0.036934 0.036268 0.035183 0.040487 0.000000 0.034345 0.038039 0.040256 0.040792 0.038639 0.000000,0.00025232761566128047,2.2606868047400246e-07,9.630994122255684e-08,1,303
4,23 29 10,0.2857142857142856,8,3.2895209789276123,0.0006109387613832951,0.038649 0.028158 0.036139 0.033287 0.032472 0.038624 0.039899 0.038307 0.045882 0.034112 0.000000 0.028522 0.037349 0.035344 0.040232 0.038376 0.029702 0.041904 0.042094 0.036933 0.036274 0.035191 0.040481 0.000000 0.034358 0.038025 0.040259 0.040797 0.038631 0.000000,0.00025232761566128047,2.2606868047400246e-07,9.630994122255684e-08,1,303
4,23 29 10,0.8571428571428568,8,3.289517402648926,0.0006195839960128069,0.038644 0.028150 0.036134 0.033285 0.032476 0.038631 0.039905 0.038305 0.045871 0.034117 0.000000 0.028519 0.037355 0.035338 0.040237 0.038369 0.029695 0.041916 0.042104 0.036930 0.036277 0.035199 0.040474 0.000000 0.034371 0.038012 0.040262 0.040801 0.038622 0.000000,0.00025232761566128047,2.2606868047400246e-07,9.630994122255684e-08,1,303
4,23 29 10,1.4285714285714284,8,3.2895121574401855,0.0006956738070584834,0.038642 0.028140 0.036130 0.033282 0.032477 0.038637 0.039912 0.038305 0.045860 0.034121 0.000000 0.028517 0.037360 0.035332 0.040243 0.038362 0.029687 0.041929 0.042116 0.036926 0.036279 0.035207 0.040466 0.000000 0.034385 0.038000 0.040266 0.040808 0.038613 0.000000,0.00025232761566128047,2.2606868047400246e-07,9.630994122255684e-08,1,303
4,23 29 10,2.0,8,3.2895045280456543,0.0006780598778277636,0.038642 0.028126 0.036127 0.033278 0.032476 0.038642 0.039919 0.038304 0.045848 0.034124 0.000000 0.028513 0.037363 0.035326 0.040253 0.038355 0.029679 0.041943 0.042129 0.036919 0.036280 0.035213 0.040459 0.000000 0.034400 0.037988 0.040273 0.040817 0.038603 0.000000,0.00025232761566128047,2.2606868047400246e-07,9.630994122255684e-08,1,303
